customer_id,order_id,order_date,product_name,category,quantity,unit_price,total_amount,payment_method,city,returned,true_segment
C0013,ORD00078,07-04-2023,Moisturizer,Beauty,4,572.98,2291.93,Debit Card,Delhi,FALSE,at_risk
C0013,ORD00079,21-05-2023,Kurta Set,Fashion,1,1573.96,1573.96,Credit Card,Delhi,FALSE,at_risk
C0013,ORD00080,26-02-2023,Perfume,Beauty,2,1602.9,3205.81,COD,Delhi,FALSE,at_risk
C0014,ORD00081,26-10-2023,Air Purifier,Home,1,9911.51,9911.51,Net Banking,Pune,FALSE,at_risk
C0014,ORD00082,23-09-2023,Python Book,Books,3,353.24,1059.73,COD,Pune,FALSE,at_risk
C0014,ORD00083,15-08-2023,Data Science Book,Books,2,1085.39,2170.78,Debit Card,Pune,FALSE,at_risk
C0014,ORD00084,06-07-2023,Python Book,Books,3,365.96,1097.89,COD,Pune,FALSE,at_risk
C0014,ORD00085,31-08-2023,Air Purifier,Home,2,10407.6,20815.19,Net Banking,Pune,FALSE,at_risk
C0014,ORD00086,15-10-2023,Cookware Set,Home,1,4879.34,4879.34,COD,Pune,FALSE,at_risk
C0015,ORD00087,23-06-2023,Formal Shirt,Fashion,4,913.18,3652.73,COD,Bangalore,FALSE,lost
C0016,ORD00088,11-12-2023,Python Book,Books,1,288.53,288.53,Debit Card,Hyderabad,FALSE,new
C0016,ORD00089,15-10-2023,Moisturizer,Beauty,1,274.11,274.11,Credit Card,Hyderabad,FALSE,new
C0017,ORD00090,05-05-2023,Python Book,Books,2,430.92,861.84,Debit Card,Chennai,FALSE,lost
C0018,ORD00091,10-12-2023,Kurta Set,Fashion,1,1187.53,1187.53,Net Banking,Pune,FALSE,loyal
C0018,ORD00092,18-11-2023,Formal Shirt,Fashion,2,3495.43,6990.86,Credit Card,Pune,FALSE,loyal
C0018,ORD00093,28-11-2023,Perfume,Beauty,1,5789.44,5789.44,Net Banking,Pune,FALSE,loyal
C0018,ORD00094,03-12-2023,Running Shoes,Fashion,3,5941.36,17824.07,Debit Card,Pune,FALSE,loyal
C0018,ORD00095,07-12-2023,Air Purifier,Home,4,12883.8,51535.21,Debit Card,Pune,FALSE,loyal
C0018,ORD00096,01-08-2023,Perfume,Beauty,2,2084.89,4169.77,Debit Card,Pune,FALSE,loyal
C0018,ORD00097,09-06-2023,Bed Sheet Set,Home,4,2615.66,10462.63,Net Banking,Pune,FALSE,loyal
C0018,ORD00098,25-08-2023,Running Shoes,Fashion,1,8097.58,8097.58,COD,Pune,FALSE,loyal
C0018,ORD00099,21-08-2023,Bed Sheet Set,Home,4,2559.48,10237.91,COD,Pune,FALSE,loyal
C0019,ORD00100,25-11-2023,Running Shoes,Fashion,3,4230.49,12691.47,Net Banking,Pune,FALSE,loyal
C0019,ORD00101,08-11-2023,Samsung Galaxy S23,Electronics,4,58275.26,233101.03,Credit Card,Pune,FALSE,loyal
C0019,ORD00102,05-09-2023,Moisturizer,Beauty,4,1574.28,6297.13,UPI,Pune,FALSE,loyal
C0019,ORD00103,11-09-2023,Wireless Earbuds,Electronics,2,5134.91,10269.81,Net Banking,Pune,FALSE,loyal
C0019,ORD00104,22-07-2023,Python Book,Books,3,850.73,2552.2,Net Banking,Pune,FALSE,loyal
C0019,ORD00105,07-07-2023,Running Shoes,Fashion,3,7091.3,21273.9,Credit Card,Pune,FALSE,loyal
C0020,ORD00106,20-12-2023,Bed Sheet Set,Home,2,1989.9,3979.8,COD,Delhi,FALSE,new
C0020,ORD00107,10-10-2023,Perfume,Beauty,3,2889.68,8669.04,Credit Card,Delhi,FALSE,new
C0021,ORD00108,28-11-2023,Perfume,Beauty,3,4364.13,13092.38,UPI,Hyderabad,TRUE,loyal
C0021,ORD00109,11-10-2023,Kurta Set,Fashion,2,3409.26,6818.53,COD,Hyderabad,FALSE,loyal
C0021,ORD00110,10-11-2023,Air Purifier,Home,3,7317.42,21952.27,COD,Hyderabad,FALSE,loyal
C0021,ORD00111,02-09-2023,Laptop Stand,Electronics,3,4460.29,13380.88,COD,Hyderabad,FALSE,loyal
C0021,ORD00112,20-10-2023,Air Purifier,Home,4,8041.94,32167.75,UPI,Hyderabad,FALSE,loyal
C0021,ORD00113,24-09-2023,Laptop Stand,Electronics,3,4058.97,12176.91,Credit Card,Hyderabad,FALSE,loyal
C0022,ORD00114,17-08-2023,Bed Sheet Set,Home,4,2101.92,8407.67,Debit Card,Delhi,FALSE,at_risk
C0022,ORD00115,11-07-2023,Kurta Set,Fashion,1,2249.03,2249.03,UPI,Delhi,FALSE,at_risk
C0022,ORD00116,12-07-2023,Moisturizer,Beauty,1,534.88,534.88,Credit Card,Delhi,FALSE,at_risk
C0022,ORD00117,29-03-2023,Samsung Galaxy S23,Electronics,4,43130.65,172522.61,Net Banking,Delhi,FALSE,at_risk
C0022,ORD00118,10-03-2023,Kurta Set,Fashion,3,694.66,2083.97,COD,Delhi,FALSE,at_risk
C0022,ORD00119,18-07-2023,Moisturizer,Beauty,3,565.12,1695.37,Net Banking,Delhi,FALSE,at_risk
C0023,ORD00120,12-08-2023,Cookware Set,Home,2,4006.3,8012.6,Credit Card,Chennai,FALSE,at_risk
C0023,ORD00121,03-07-2023,Face Serum,Beauty,3,2222.6,6667.81,COD,Chennai,FALSE,at_risk
C0023,ORD00122,26-05-2023,Perfume,Beauty,3,2751.54,8254.62,COD,Chennai,FALSE,at_risk
C0023,ORD00123,25-02-2023,Samsung Galaxy S23,Electronics,4,51960.73,207842.93,Net Banking,Chennai,FALSE,at_risk
C0024,ORD00124,10-12-2023,Face Serum,Beauty,3,5373.62,16120.85,Credit Card,Hyderabad,FALSE,champion
C0024,ORD00125,21-11-2023,Data Science Book,Books,3,2007.57,6022.7,Net Banking,Hyderabad,FALSE,champion
C0024,ORD00126,05-11-2023,Moisturizer,Beauty,1,2698.46,2698.46,COD,Hyderabad,FALSE,champion
C0024,ORD00127,31-10-2023,Running Shoes,Fashion,2,10569.39,21138.78,COD,Hyderabad,FALSE,champion
C0024,ORD00128,25-10-2023,Moisturizer,Beauty,1,3052.02,3052.02,Debit Card,Hyderabad,FALSE,champion
C0024,ORD00129,21-10-2023,Running Shoes,Fashion,4,4805.58,19222.34,UPI,Hyderabad,FALSE,champion
C0024,ORD00130,04-08-2023,Python Book,Books,2,1154.57,2309.14,Net Banking,Hyderabad,FALSE,champion
C0024,ORD00131,25-07-2023,Moisturizer,Beauty,1,1693.51,1693.51,Net Banking,Hyderabad,FALSE,champion
C0024,ORD00132,29-10-2023,Cookware Set,Home,4,8317.2,33268.79,Net Banking,Hyderabad,FALSE,champion
C0024,ORD00133,16-09-2023,Perfume,Beauty,1,3257.08,3257.08,UPI,Hyderabad,FALSE,champion
C0024,ORD00134,12-09-2023,Air Purifier,Home,4,30171.53,120686.11,Credit Card,Hyderabad,FALSE,champion
C0024,ORD00135,08-05-2023,Cookware Set,Home,3,14145.81,42437.42,COD,Hyderabad,FALSE,champion
C0024,ORD00136,01-05-2023,Wireless Earbuds,Electronics,2,8612.3,17224.59,Net Banking,Hyderabad,FALSE,champion
C0025,ORD00137,21-03-2023,Cookware Set,Home,3,4533.89,13601.66,Debit Card,Bangalore,FALSE,lost
C0025,ORD00138,04-01-2023,Air Purifier,Home,4,6997.71,27990.83,COD,Bangalore,FALSE,lost
C0026,ORD00139,13-11-2023,Python Book,Books,2,1121.99,2243.98,Credit Card,Ahmedabad,FALSE,loyal
C0026,ORD00140,11-10-2023,Formal Shirt,Fashion,4,1746.9,6987.6,COD,Ahmedabad,TRUE,loyal
C0026,ORD00141,30-09-2023,Formal Shirt,Fashion,2,3611.38,7222.77,UPI,Ahmedabad,FALSE,loyal
C0026,ORD00142,22-10-2023,Data Science Book,Books,3,1651.72,4955.15,COD,Ahmedabad,FALSE,loyal
C0026,ORD00143,21-10-2023,Data Science Book,Books,1,1591.04,1591.04,COD,Ahmedabad,FALSE,loyal
C0026,ORD00144,30-09-2023,Samsung Galaxy S23,Electronics,3,64206.76,192620.27,COD,Ahmedabad,FALSE,loyal
C0026,ORD00145,16-10-2023,Air Purifier,Home,4,11634.92,46539.68,COD,Ahmedabad,FALSE,loyal
C0026,ORD00146,11-04-2023,iPhone 15,Electronics,2,107053.95,214107.89,Debit Card,Ahmedabad,FALSE,loyal
C0026,ORD00147,01-08-2023,Perfume,Beauty,1,1710.47,1710.47,UPI,Ahmedabad,FALSE,loyal
C0027,ORD00148,16-12-2023,Running Shoes,Fashion,3,7721.93,23165.79,COD,Ahmedabad,FALSE,loyal
C0027,ORD00149,05-12-2023,Wireless Earbuds,Electronics,2,6255.51,12511.02,UPI,Ahmedabad,FALSE,loyal
C0027,ORD00150,21-10-2023,Face Serum,Beauty,4,2692.57,10770.29,Credit Card,Ahmedabad,FALSE,loyal
C0027,ORD00151,26-10-2023,Python Book,Books,4,911.1,3644.41,UPI,Ahmedabad,FALSE,loyal
C0027,ORD00152,02-08-2023,Cookware Set,Home,2,5402.66,10805.33,Debit Card,Ahmedabad,FALSE,loyal
C0027,ORD00153,15-05-2023,Kurta Set,Fashion,4,3188.8,12755.2,COD,Ahmedabad,FALSE,loyal
C0027,ORD00154,06-08-2023,Wireless Earbuds,Electronics,4,10394.46,41577.85,COD,Ahmedabad,FALSE,loyal
C0028,ORD00155,31-10-2023,Kurta Set,Fashion,1,623.48,623.48,COD,Pune,FALSE,at_risk
C0028,ORD00156,01-10-2023,Bed Sheet Set,Home,3,2737.38,8212.13,Credit Card,Pune,FALSE,at_risk
C0028,ORD00157,09-09-2023,Moisturizer,Beauty,2,1270.03,2540.06,UPI,Pune,FALSE,at_risk
C0028,ORD00158,28-07-2023,Bed Sheet Set,Home,3,1913.89,5741.68,UPI,Pune,FALSE,at_risk
C0028,ORD00159,02-07-2023,Running Shoes,Fashion,2,5686.9,11373.8,Net Banking,Pune,FALSE,at_risk
C0029,ORD00160,12-10-2023,Cookware Set,Home,4,7807.89,31231.56,Debit Card,Pune,FALSE,at_risk
C0029,ORD00161,07-09-2023,Bed Sheet Set,Home,1,1164.89,1164.89,Credit Card,Pune,FALSE,at_risk
C0029,ORD00162,22-07-2023,Air Purifier,Home,3,13948.17,41844.51,COD,Pune,FALSE,at_risk
C0029,ORD00163,07-10-2023,Kurta Set,Fashion,4,2156.06,8624.24,Debit Card,Pune,FALSE,at_risk
C0029,ORD00164,14-02-2023,Formal Shirt,Fashion,3,2462.59,7387.78,Credit Card,Pune,FALSE,at_risk
C0030,ORD00165,21-12-2023,Moisturizer,Beauty,4,670.69,2682.74,Debit Card,Ahmedabad,FALSE,champion
C0030,ORD00166,09-12-2023,Samsung Galaxy S23,Electronics,1,85591.08,85591.08,COD,Ahmedabad,FALSE,champion
C0030,ORD00167,14-12-2023,Samsung Galaxy S23,Electronics,2,89392,178784,Debit Card,Ahmedabad,FALSE,champion
C0030,ORD00168,05-11-2023,Formal Shirt,Fashion,2,4031.89,8063.79,UPI,Ahmedabad,FALSE,champion
C0030,ORD00169,26-10-2023,Face Serum,Beauty,3,2877.33,8632,Debit Card,Ahmedabad,TRUE,champion
C0030,ORD00170,20-11-2023,Python Book,Books,2,1189.17,2378.33,UPI,Ahmedabad,FALSE,champion
C0030,ORD00171,19-10-2023,Data Science Book,Books,3,2432.88,7298.65,Debit Card,Ahmedabad,FALSE,champion
C0030,ORD00172,13-11-2023,Samsung Galaxy S23,Electronics,4,117960.43,471841.73,Credit Card,Ahmedabad,FALSE,champion
C0030,ORD00173,16-12-2023,iPhone 15,Electronics,2,171471.78,342943.57,Net Banking,Ahmedabad,FALSE,champion
C0030,ORD00174,29-10-2023,Samsung Galaxy S23,Electronics,2,113192.71,226385.43,Credit Card,Ahmedabad,FALSE,champion
C0030,ORD00175,18-09-2023,Bed Sheet Set,Home,1,2478.75,2478.75,Credit Card,Ahmedabad,FALSE,champion
C0030,ORD00176,10-11-2023,Data Science Book,Books,2,1326.11,2652.22,UPI,Ahmedabad,FALSE,champion
C0030,ORD00177,06-11-2023,iPhone 15,Electronics,2,154329.69,308659.38,UPI,Ahmedabad,FALSE,champion
C0030,ORD00178,17-10-2023,Kurta Set,Fashion,4,1503.91,6015.66,UPI,Ahmedabad,FALSE,champion
C0030,ORD00179,15-06-2023,Python Book,Books,1,1555.82,1555.82,Credit Card,Ahmedabad,FALSE,champion
C0030,ORD00180,02-12-2023,Perfume,Beauty,3,9005.69,27017.07,UPI,Ahmedabad,FALSE,champion
C0030,ORD00181,23-11-2023,Python Book,Books,4,1632.03,6528.11,COD,Ahmedabad,FALSE,champion
C0030,ORD00182,20-05-2023,Samsung Galaxy S23,Electronics,3,115970.67,347912.01,UPI,Ahmedabad,FALSE,champion
C0031,ORD00183,12-11-2023,Formal Shirt,Fashion,3,3626.73,10880.19,Net Banking,Bangalore,FALSE,loyal
C0031,ORD00184,18-10-2023,Samsung Galaxy S23,Electronics,1,72620.5,72620.5,Net Banking,Bangalore,FALSE,loyal
C0031,ORD00185,18-10-2023,Formal Shirt,Fashion,2,2285.34,4570.68,COD,Bangalore,FALSE,loyal
C0031,ORD00186,05-09-2023,Formal Shirt,Fashion,3,2972.14,8916.43,Debit Card,Bangalore,FALSE,loyal
C0031,ORD00187,19-08-2023,Laptop Stand,Electronics,4,3735.73,14942.94,UPI,Bangalore,FALSE,loyal
C0031,ORD00188,16-10-2023,Formal Shirt,Fashion,3,1408.51,4225.54,Net Banking,Bangalore,FALSE,loyal
C0031,ORD00189,23-10-2023,Face Serum,Beauty,3,3510.31,10530.92,COD,Bangalore,FALSE,loyal
C0031,ORD00190,24-06-2023,Air Purifier,Home,4,16231.9,64927.59,UPI,Bangalore,FALSE,loyal
C0031,ORD00191,04-07-2023,Face Serum,Beauty,1,1584.22,1584.22,Credit Card,Bangalore,FALSE,loyal
C0032,ORD00192,21-12-2023,Air Purifier,Home,1,9072.63,9072.63,Net Banking,Bangalore,FALSE,new
C0033,ORD00193,31-01-2023,iPhone 15,Electronics,3,44164.99,132494.98,Debit Card,Chennai,FALSE,lost
C0034,ORD00194,11-11-2023,Samsung Galaxy S23,Electronics,1,55688.74,55688.74,Net Banking,Mumbai,FALSE,loyal
C0034,ORD00195,23-10-2023,Formal Shirt,Fashion,3,2206.99,6620.96,Debit Card,Mumbai,FALSE,loyal
C0034,ORD00196,16-09-2023,Bed Sheet Set,Home,1,3984.81,3984.81,Credit Card,Mumbai,FALSE,loyal
C0034,ORD00197,02-10-2023,Bed Sheet Set,Home,1,3017.34,3017.34,COD,Mumbai,FALSE,loyal
C0034,ORD00198,29-05-2023,Face Serum,Beauty,3,1971.71,5915.14,Net Banking,Mumbai,FALSE,loyal
C0034,ORD00199,23-09-2023,Running Shoes,Fashion,3,5246.22,15738.65,Net Banking,Mumbai,FALSE,loyal
C0035,ORD00200,28-10-2023,Formal Shirt,Fashion,1,2770.45,2770.45,Debit Card,Ahmedabad,TRUE,at_risk
C0035,ORD00201,06-10-2023,Bed Sheet Set,Home,3,1215.64,3646.92,UPI,Ahmedabad,FALSE,at_risk
C0035,ORD00202,26-10-2023,Python Book,Books,2,760.86,1521.72,Net Banking,Ahmedabad,FALSE,at_risk
C0035,ORD00203,18-08-2023,Data Science Book,Books,3,924.92,2774.75,UPI,Ahmedabad,FALSE,at_risk
C0035,ORD00204,02-05-2023,iPhone 15,Electronics,1,79195.09,79195.09,Net Banking,Ahmedabad,FALSE,at_risk
C0036,ORD00205,26-09-2023,Formal Shirt,Fashion,3,939.63,2818.88,Net Banking,Kolkata,FALSE,at_risk
C0036,ORD00206,17-08-2023,Air Purifier,Home,3,12740.91,38222.72,UPI,Kolkata,FALSE,at_risk
C0036,ORD00207,15-08-2023,Formal Shirt,Fashion,1,2018.86,2018.86,Debit Card,Kolkata,FALSE,at_risk
C0036,ORD00208,01-07-2023,Wireless Earbuds,Electronics,2,3464.87,6929.73,UPI,Kolkata,FALSE,at_risk
C0036,ORD00209,29-03-2023,Data Science Book,Books,3,614.82,1844.45,Credit Card,Kolkata,FALSE,at_risk
C0036,ORD00210,18-06-2023,Samsung Galaxy S23,Electronics,2,42928.88,85857.77,Credit Card,Kolkata,FALSE,at_risk
C0037,ORD00211,18-11-2023,Bed Sheet Set,Home,3,2902.61,8707.83,Debit Card,Delhi,FALSE,loyal
C0037,ORD00212,08-11-2023,Python Book,Books,4,503.82,2015.3,Debit Card,Delhi,FALSE,loyal
C0037,ORD00213,11-11-2023,Running Shoes,Fashion,3,5769.6,17308.79,UPI,Delhi,FALSE,loyal
C0037,ORD00214,07-11-2023,Running Shoes,Fashion,1,7962.27,7962.27,UPI,Delhi,FALSE,loyal
C0037,ORD00215,11-07-2023,Formal Shirt,Fashion,1,2312.9,2312.9,Net Banking,Delhi,FALSE,loyal
C0037,ORD00216,19-09-2023,Running Shoes,Fashion,2,6429.84,12859.68,COD,Delhi,FALSE,loyal
C0037,ORD00217,10-10-2023,Bed Sheet Set,Home,3,3858.39,11575.17,UPI,Delhi,FALSE,loyal
C0037,ORD00218,06-04-2023,Moisturizer,Beauty,2,627.84,1255.68,COD,Delhi,FALSE,loyal
C0038,ORD00219,23-11-2023,Bed Sheet Set,Home,1,2181.72,2181.72,Debit Card,Bangalore,FALSE,loyal
C0038,ORD00220,18-11-2023,Running Shoes,Fashion,4,2978.86,11915.44,Net Banking,Bangalore,FALSE,loyal
C0038,ORD00221,01-11-2023,Running Shoes,Fashion,2,2890.95,5781.91,Debit Card,Bangalore,FALSE,loyal
C0038,ORD00222,29-08-2023,Laptop Stand,Electronics,1,3497.11,3497.11,COD,Bangalore,FALSE,loyal
C0038,ORD00223,19-08-2023,Air Purifier,Home,1,8894.38,8894.38,COD,Bangalore,FALSE,loyal
C0038,ORD00224,21-05-2023,Running Shoes,Fashion,3,2463.24,7389.72,Credit Card,Bangalore,FALSE,loyal
C0038,ORD00225,26-06-2023,Bed Sheet Set,Home,2,2623.95,5247.9,Credit Card,Bangalore,FALSE,loyal
C0039,ORD00226,15-11-2023,Air Purifier,Home,1,17232.49,17232.49,Net Banking,Delhi,FALSE,loyal
C0039,ORD00227,01-11-2023,Face Serum,Beauty,2,1776.39,3552.78,Net Banking,Delhi,FALSE,loyal
C0039,ORD00228,12-10-2023,Perfume,Beauty,4,3787.29,15149.15,Credit Card,Delhi,FALSE,loyal
C0039,ORD00229,01-07-2023,Face Serum,Beauty,4,1501.93,6007.74,Credit Card,Delhi,FALSE,loyal
